[0 0 0]
[0 0 1]
[0 0 2]
[0 0 3]
[0 0 4]
[0 0 5]
[0 1 0]
[0 1 1]
[0 1 2]
[0 1 3]
[0 1 4]
[0 1 5]
[0 2 0]
[0 2 1]
[0 2 2]
[0 2 3]
[0 2 4]
[0 2 5]
[0 3 0]
[0 3 1]
[0 3 2]
[0 3 3]
[0 3 4]
[0 3 5]
[0 4 0]
[0 4 1]
[0 4 2]
[0 4 3]
[0 4 4]
[0 4 5]
[0 5 0]
[0 5 1]
[0 5 2]
[0 5 3]
[0 5 4]
[0 5 5]
[0 6 0]
[0 6 1]
[0 6 2]
[0 6 3]
[0 6 4]
[0 6 5]
[1 0 0]
[1 0 1]
[1 0 2]
[1 0 3]
[1 0 4]
[1 0 5]
[1 1 0]
[1 1 5]
[1 2 0]
[1 2 5]
[1 3 0]
[1 3 5]
[1 4 0]
[1 4 5]
[1 5 0]
[1 5 5]
[1 6 0]
[1 6 1]
[1 6 2]
[1 6 3]
[1 6 4]
[1 6 5]
[2 0 0]
[2 0 1]
[2 0 2]
[2 0 3]
[2 0 4]
[2 0 5]
[2 1 0]
[2 1 5]
[2 2 0]
[2 2 5]
[2 3 0]
[2 3 5]
[2 4 0]
[2 4 5]
[2 5 0]
[2 5 5]
[2 6 0]
[2 6 1]
[2 6 2]
[2 6 3]
[2 6 4]
[2 6 5]
[3 0 0]
[3 0 1]
[3 0 2]
[3 0 3]
[3 0 4]
[3 0 5]
[3 1 0]
[3 1 5]
[3 2 0]
[3 2 5]
[3 3 0]
[3 3 5]
[3 4 0]
[3 4 5]
[3 5 0]
[3 5 5]
[3 6 0]
[3 6 1]
[3 6 2]
[3 6 3]
[3 6 4]
[3 6 5]
[4 0 0]
[4 0 1]
[4 0 2]
[4 0 3]
[4 0 4]
[4 0 5]
[4 1 0]
[4 1 5]
[4 2 0]
[4 2 5]
[4 3 0]
[4 3 5]
[4 4 0]
[4 4 5]
[4 5 0]
[4 5 5]
[4 6 0]
[4 6 1]
[4 6 2]
[4 6 3]
[4 6 4]
[4 6 5]
[5 0 0]
[5 0 1]
[5 0 2]
[5 0 3]
[5 0 4]
[5 0 5]
[5 1 0]
[5 1 5]
[5 2 0]
[5 2 5]
[5 3 0]
[5 3 5]
[5 4 0]
[5 4 5]
[5 5 0]
[5 5 5]
[5 6 0]
[5 6 1]
[5 6 2]
[5 6 3]
[5 6 4]
[5 6 5]
[6 0 0]
[6 0 1]
[6 0 2]
[6 0 3]
[6 0 4]
[6 0 5]
[6 1 0]
[6 1 5]
[6 2 0]
[6 2 5]
[6 3 0]
[6 3 5]
[6 4 0]
[6 4 5]
[6 5 0]
[6 5 5]
[6 6 0]
[6 6 1]
[6 6 2]
[6 6 3]
[6 6 4]
[6 6 5]
[7 0 0]
[7 0 1]
[7 0 2]
[7 0 3]
[7 0 4]
[7 0 5]
[7 1 0]
[7 1 5]
[7 2 0]
[7 2 5]
[7 3 0]
[7 3 5]
[7 4 0]
[7 4 5]
[7 5 0]
[7 5 5]
[7 6 0]
[7 6 1]
[7 6 2]
[7 6 3]
[7 6 4]
[7 6 5]
[8 0 0]
[8 0 1]
[8 0 2]
[8 0 3]
[8 0 4]
[8 0 5]
[8 1 0]
[8 1 5]
[8 2 0]
[8 2 5]
[8 3 0]
[8 3 5]
[8 4 0]
[8 4 5]
[8 5 0]
[8 5 5]
[8 6 0]
[8 6 1]
[8 6 2]
[8 6 3]
[8 6 4]
[8 6 5]
[9 0 0]
[9 0 1]
[9 0 2]
[9 0 3]
[9 0 4]
[9 0 5]
[9 1 0]
[9 1 5]
[9 2 0]
[9 2 5]
[9 3 0]
[9 3 5]
[9 4 0]
[9 4 5]
[9 5 0]
[9 5 5]
[9 6 0]
[9 6 1]
[9 6 2]
[9 6 3]
[9 6 4]
[9 6 5]
[10  0  0]
[10  0  1]
[10  0  2]
[10  0  3]
[10  0  4]
[10  0  5]
[10  1  0]
[10  1  5]
[10  2  0]
[10  2  5]
[10  3  0]
[10  3  5]
[10  4  0]
[10  4  5]
[10  5  0]
[10  5  5]
[10  6  0]
[10  6  1]
[10  6  2]
[10  6  3]
[10  6  4]
[10  6  5]
[11  0  0]
[11  0  1]
[11  0  2]
[11  0  3]
[11  0  4]
[11  0  5]
[11  1  0]
[11  1  5]
[11  2  0]
[11  2  5]
[11  3  0]
[11  3  5]
[11  4  0]
[11  4  5]
[11  5  0]
[11  5  5]
[11  6  0]
[11  6  1]
[11  6  2]
[11  6  3]
[11  6  4]
[11  6  5]
[12  0  0]
[12  0  1]
[12  0  2]
[12  0  3]
[12  0  4]
[12  0  5]
[12  1  0]
[12  1  5]
[12  2  0]
[12  2  5]
[12  3  0]
[12  3  5]
[12  4  0]
[12  4  5]
[12  5  0]
[12  5  5]
[12  6  0]
[12  6  1]
[12  6  2]
[12  6  3]
[12  6  4]
[12  6  5]
[13  0  0]
[13  0  1]
[13  0  2]
[13  0  3]
[13  0  4]
[13  0  5]
[13  1  0]
[13  1  5]
[13  2  0]
[13  2  5]
[13  3  0]
[13  3  5]
[13  4  0]
[13  4  5]
[13  5  0]
[13  5  5]
[13  6  0]
[13  6  1]
[13  6  2]
[13  6  3]
[13  6  4]
[13  6  5]
[14  0  0]
[14  0  1]
[14  0  2]
[14  0  3]
[14  0  4]
[14  0  5]
[14  1  0]
[14  1  5]
[14  2  0]
[14  2  5]
[14  3  0]
[14  3  5]
[14  4  0]
[14  4  5]
[14  5  0]
[14  5  5]
[14  6  0]
[14  6  1]
[14  6  2]
[14  6  3]
[14  6  4]
[14  6  5]
[15  0  0]
[15  0  1]
[15  0  2]
[15  0  3]
[15  0  4]
[15  0  5]
[15  1  0]
[15  1  5]
[15  2  0]
[15  2  5]
[15  3  0]
[15  3  5]
[15  4  0]
[15  4  5]
[15  5  0]
[15  5  5]
[15  6  0]
[15  6  1]
[15  6  2]
[15  6  3]
[15  6  4]
[15  6  5]
[16  0  0]
[16  0  1]
[16  0  2]
[16  0  3]
[16  0  4]
[16  0  5]
[16  1  0]
[16  1  5]
[16  2  0]
[16  2  5]
[16  3  0]
[16  3  5]
[16  4  0]
[16  4  5]
[16  5  0]
[16  5  5]
[16  6  0]
[16  6  1]
[16  6  2]
[16  6  3]
[16  6  4]
[16  6  5]
[17  0  0]
[17  0  1]
[17  0  2]
[17  0  3]
[17  0  4]
[17  0  5]
[17  1  0]
[17  1  5]
[17  2  0]
[17  2  5]
[17  3  0]
[17  3  5]
[17  4  0]
[17  4  5]
[17  5  0]
[17  5  5]
[17  6  0]
[17  6  1]
[17  6  2]
[17  6  3]
[17  6  4]
[17  6  5]
[18  0  0]
[18  0  1]
[18  0  2]
[18  0  3]
[18  0  4]
[18  0  5]
[18  1  0]
[18  1  5]
[18  2  0]
[18  2  5]
[18  3  0]
[18  3  5]
[18  4  0]
[18  4  5]
[18  5  0]
[18  5  5]
[18  6  0]
[18  6  1]
[18  6  2]
[18  6  3]
[18  6  4]
[18  6  5]
[19  0  0]
[19  0  1]
[19  0  2]
[19  0  3]
[19  0  4]
[19  0  5]
[19  1  0]
[19  1  5]
[19  2  0]
[19  2  5]
[19  3  0]
[19  3  5]
[19  4  0]
[19  4  5]
[19  5  0]
[19  5  5]
[19  6  0]
[19  6  1]
[19  6  2]
[19  6  3]
[19  6  4]
[19  6  5]
[20  0  0]
[20  0  1]
[20  0  2]
[20  0  3]
[20  0  4]
[20  0  5]
[20  1  0]
[20  1  5]
[20  2  0]
[20  2  5]
[20  3  0]
[20  3  5]
[20  4  0]
[20  4  5]
[20  5  0]
[20  5  5]
[20  6  0]
[20  6  1]
[20  6  2]
[20  6  3]
[20  6  4]
[20  6  5]
[21  0  0]
[21  0  1]
[21  0  2]
[21  0  3]
[21  0  4]
[21  0  5]
[21  1  0]
[21  1  5]
[21  2  0]
[21  2  5]
[21  3  0]
[21  3  5]
[21  4  0]
[21  4  5]
[21  5  0]
[21  5  5]
[21  6  0]
[21  6  1]
[21  6  2]
[21  6  3]
[21  6  4]
[21  6  5]
[22  0  0]
[22  0  1]
[22  0  2]
[22  0  3]
[22  0  4]
[22  0  5]
[22  1  0]
[22  1  5]
[22  2  0]
[22  2  5]
[22  3  0]
[22  3  5]
[22  4  0]
[22  4  5]
[22  5  0]
[22  5  5]
[22  6  0]
[22  6  1]
[22  6  2]
[22  6  3]
[22  6  4]
[22  6  5]
[23  0  0]
[23  0  1]
[23  0  2]
[23  0  3]
[23  0  4]
[23  0  5]
[23  1  0]
[23  1  5]
[23  2  0]
[23  2  5]
[23  3  0]
[23  3  5]
[23  4  0]
[23  4  5]
[23  5  0]
[23  5  5]
[23  6  0]
[23  6  1]
[23  6  2]
[23  6  3]
[23  6  4]
[23  6  5]
[24  0  0]
[24  0  1]
[24  0  2]
[24  0  3]
[24  0  4]
[24  0  5]
[24  1  0]
[24  1  5]
[24  2  0]
[24  2  5]
[24  3  0]
[24  3  5]
[24  4  0]
[24  4  5]
[24  5  0]
[24  5  5]
[24  6  0]
[24  6  1]
[24  6  2]
[24  6  3]
[24  6  4]
[24  6  5]
[25  0  0]
[25  0  1]
[25  0  2]
[25  0  3]
[25  0  4]
[25  0  5]
[25  1  0]
[25  1  5]
[25  2  0]
[25  2  5]
[25  3  0]
[25  3  5]
[25  4  0]
[25  4  5]
[25  5  0]
[25  5  5]
[25  6  0]
[25  6  1]
[25  6  2]
[25  6  3]
[25  6  4]
[25  6  5]
[26  0  0]
[26  0  1]
[26  0  2]
[26  0  3]
[26  0  4]
[26  0  5]
[26  1  0]
[26  1  5]
[26  2  0]
[26  2  5]
[26  3  0]
[26  3  5]
[26  4  0]
[26  4  5]
[26  5  0]
[26  5  5]
[26  6  0]
[26  6  1]
[26  6  2]
[26  6  3]
[26  6  4]
[26  6  5]
[27  0  0]
[27  0  1]
[27  0  2]
[27  0  3]
[27  0  4]
[27  0  5]
[27  1  0]
[27  1  5]
[27  2  0]
[27  2  5]
[27  3  0]
[27  3  5]
[27  4  0]
[27  4  5]
[27  5  0]
[27  5  5]
[27  6  0]
[27  6  1]
[27  6  2]
[27  6  3]
[27  6  4]
[27  6  5]
[28  0  0]
[28  0  1]
[28  0  2]
[28  0  3]
[28  0  4]
[28  0  5]
[28  1  0]
[28  1  5]
[28  2  0]
[28  2  5]
[28  3  0]
[28  3  5]
[28  4  0]
[28  4  5]
[28  5  0]
