[17  0 17]
[17  0 18]
[17  0 19]
[17  0 20]
[17  1 17]
[17  1 18]
[17  1 19]
[17  1 20]
[17  2 17]
[17  2 18]
[17  2 19]
[17  2 20]
[17  3 17]
[17  3 18]
[17  3 19]
[17  3 20]
[17  4 17]
[17  4 18]
[17  4 19]
[17  4 20]
[17  5 17]
[17  5 18]
[17  5 19]
[17  5 20]
[17  6 17]
[17  6 18]
[17  6 19]
[17  6 20]
[17  7 17]
[17  7 18]
[17  7 19]
[17  7 20]
[17  8 17]
[17  8 18]
[17  8 19]
[17  8 20]
[17  9 17]
[17  9 18]
[17  9 19]
[17  9 20]
[17 10 17]
[17 10 18]
[17 10 19]
[17 10 20]
[17 11 17]
[17 11 18]
[17 11 19]
[17 11 20]
[17 12 17]
[17 12 18]
[17 12 19]
[17 12 20]
[17 13 17]
[17 13 18]
[17 13 19]
[17 13 20]
[17 14 17]
[17 14 18]
[17 14 19]
[17 14 20]
[17 15 17]
[17 15 18]
[17 15 19]
[17 15 20]
[17 16 17]
[17 16 18]
[17 16 19]
[17 16 20]
[17 17 17]
[17 17 18]
[17 17 19]
[17 17 20]
[17 18 17]
[17 18 18]
[17 18 19]
[17 18 20]
[17 19 17]
[17 19 18]
[17 19 19]
[17 19 20]
[17 20 17]
[17 20 18]
[17 20 19]
[17 20 20]
[17 21 17]
[17 21 18]
[17 21 19]
[17 21 20]
[17 22 17]
[17 22 18]
[17 22 19]
[17 22 20]
[17 23 17]
[17 23 18]
[17 23 19]
[17 23 20]
[17 24 17]
[17 24 18]
[17 24 19]
[17 24 20]
[17 25 17]
[17 25 18]
[17 25 19]
[17 25 20]
[17 26 17]
[17 26 18]
[17 26 19]
[17 26 20]
[17 27 17]
[17 27 18]
[17 27 19]
[17 27 20]
[17 28 17]
[17 28 18]
[17 28 19]
[17 28 20]
[17 29 17]
[17 29 18]
[17 29 19]
[17 29 20]
[17 30 17]
[17 30 18]
[17 30 19]
[17 30 20]
[17 31 17]
[17 31 18]
[17 31 19]
[17 31 20]
[17 32 17]
[17 32 18]
[17 32 19]
[17 32 20]
[17 33 17]
[17 33 18]
[17 33 19]
[17 33 20]
[17 34 17]
[17 34 18]
[17 34 19]
[17 34 20]
[17 35 17]
[17 35 18]
[17 35 19]
[17 35 20]
[17 36 17]
[17 36 18]
[17 36 19]
[17 36 20]
[17 37 17]
[17 37 18]
[17 37 19]
[17 37 20]
[17 38 17]
[17 38 18]
[17 38 19]
[17 38 20]
[17 39 17]
[17 39 18]
[17 39 19]
[17 39 20]
[17 40 17]
[17 40 18]
[17 40 19]
[17 40 20]
[17 41 17]
[17 41 18]
[17 41 19]
[17 41 20]
[17 42 17]
[17 42 18]
[17 42 19]
[17 42 20]
[17 43 17]
[17 43 18]
[17 43 19]
[17 43 20]
[17 44 17]
[17 44 18]
[17 44 19]
[17 44 20]
[17 45 17]
[17 45 18]
[17 45 19]
[17 45 20]
[17 46 17]
[17 46 18]
[17 46 19]
[17 46 20]
[17 47 17]
[17 47 18]
[17 47 19]
[17 47 20]
[17 48 17]
[17 48 18]
[17 48 19]
[17 48 20]
[17 49 17]
[17 49 18]
[17 49 19]
[17 49 20]
[17 50 17]
[17 50 18]
[17 50 19]
[17 50 20]
[17 51 17]
[17 51 18]
[17 51 19]
[17 51 20]
[17 52 17]
[17 52 18]
[17 52 19]
[17 52 20]
[17 53 17]
[17 53 18]
[17 53 19]
[17 53 20]
[17 54 17]
[17 54 18]
[17 54 19]
[17 54 20]
[17 55 17]
[17 55 18]
[17 55 19]
[17 55 20]
[17 56 17]
[17 56 18]
[17 56 19]
[17 56 20]
[17 57 17]
[17 57 18]
[17 57 19]
[17 57 20]
[17 58 17]
[17 58 18]
[17 58 19]
[17 58 20]
[17 59 17]
[17 59 18]
[17 59 19]
[17 59 20]
[17 60 17]
[17 60 18]
[17 60 19]
[17 60 20]
[17 61 17]
[17 61 18]
[17 61 19]
[17 61 20]
[17 62 17]
[17 62 18]
[17 62 19]
[17 62 20]
[17 63 17]
[17 63 18]
[17 63 19]
[17 63 20]
[17 64 17]
[17 64 18]
[17 64 19]
[17 64 20]
[18  0 17]
[18  0 18]
[18  0 19]
[18  0 20]
[18  0 21]
[18  1 17]
[18  1 21]
[18  2 17]
[18  2 21]
[18  3 17]
[18  3 21]
[18  4 17]
[18  4 21]
[18  5 17]
[18  5 21]
[18  6 17]
[18  6 21]
[18  7 17]
[18  7 21]
[18  8 17]
[18  8 21]
[18  9 17]
[18  9 21]
[18 10 17]
[18 10 21]
[18 11 17]
[18 11 21]
[18 12 17]
[18 12 21]
[18 13 17]
[18 13 21]
[18 14 17]
[18 14 21]
[18 15 17]
[18 15 21]
[18 16 17]
[18 16 21]
[18 17 17]
[18 17 21]
[18 18 17]
[18 18 21]
[18 19 17]
[18 19 21]
[18 20 17]
[18 20 21]
[18 21 17]
[18 21 21]
[18 22 17]
[18 22 21]
[18 23 17]
[18 23 21]
[18 24 17]
[18 24 21]
[18 25 17]
[18 25 21]
[18 26 17]
[18 26 21]
[18 27 17]
[18 27 21]
[18 28 17]
[18 28 21]
[18 29 17]
[18 29 21]
[18 30 17]
[18 30 21]
[18 31 17]
[18 31 21]
[18 32 17]
[18 32 21]
[18 33 17]
[18 33 21]
[18 34 17]
[18 34 21]
[18 35 17]
[18 35 21]
[18 36 17]
[18 36 21]
[18 37 17]
[18 37 21]
[18 38 17]
[18 38 21]
[18 39 17]
[18 39 21]
[18 40 17]
[18 40 21]
[18 41 17]
[18 41 21]
[18 42 17]
[18 42 21]
[18 43 17]
[18 43 21]
[18 44 17]
[18 44 21]
[18 45 17]
[18 45 21]
[18 46 17]
[18 46 21]
[18 47 17]
[18 47 21]
[18 48 17]
[18 48 21]
[18 49 17]
[18 49 21]
[18 50 17]
[18 50 21]
[18 51 17]
[18 51 21]
[18 52 17]
[18 52 21]
[18 53 17]
[18 53 21]
[18 54 17]
[18 54 21]
[18 55 17]
[18 55 21]
[18 56 17]
[18 56 21]
[18 57 17]
[18 57 21]
[18 58 17]
[18 58 21]
[18 59 17]
[18 59 21]
[18 60 17]
[18 60 21]
[18 61 17]
[18 61 21]
[18 62 17]
[18 62 21]
[18 63 17]
[18 63 21]
[18 64 17]
[18 64 18]
[18 64 19]
[18 64 20]
[18 64 21]
[19  0 17]
[19  0 18]
[19  0 19]
[19  0 20]
[19  0 21]
[19  1 17]
[19  1 21]
[19  2 17]
[19  2 21]
[19  3 17]
[19  3 21]
[19  4 17]
[19  4 21]
[19  5 17]
[19  5 21]
[19  6 17]
[19  6 21]
[19  7 17]
[19  7 21]
[19  8 17]
[19  8 21]
[19  9 17]
[19  9 21]
