[58  0 47]
[58  0 48]
[58  0 49]
[58  1 47]
[58  1 48]
[58  1 49]
[58  2 47]
[58  2 48]
[58  2 49]
[58  3 47]
[58  3 48]
[58  3 49]
[58  4 47]
[58  4 48]
[58  4 49]
[59  0 47]
[59  0 48]
[59  0 49]
[59  1 47]
[59  1 49]
[59  2 47]
[59  2 49]
[59  3 47]
[59  3 49]
[59  4 47]
[59  4 48]
[59  4 49]
[60  0 47]
[60  0 48]
[60  0 49]
[60  1 47]
[60  1 48]
[60  1 49]
[60  2 47]
[60  2 48]
[60  2 49]
[60  3 47]
[60  3 48]
[60  3 49]
[60  4 47]
[60  4 48]
[60  4 49]
