[14  6  1]
[14  6  2]
[14  6  3]
[14  7  1]
[14  7  2]
[14  7  3]
[14  8  1]
[14  8  2]
[14  8  3]
[14  9  1]
[14  9  2]
[14  9  3]
[15  6  1]
[15  6  2]
[15  6  3]
[15  7  1]
[15  7  3]
[15  8  1]
[15  8  3]
[15  9  1]
[15  9  2]
[15  9  3]
[16  6  1]
[16  6  2]
[16  6  3]
[16  7  1]
[16  7  3]
[16  8  1]
[16  8  3]
[16  9  1]
[16  9  2]
[16  9  3]
[17  6  1]
[17  6  2]
[17  6  3]
[17  7  1]
[17  7  3]
[17  8  1]
[17  8  3]
[17  9  1]
[17  9  2]
[17  9  3]
[18  6  1]
[18  6  2]
[18  6  3]
[18  7  1]
[18  7  3]
[18  8  1]
[18  8  3]
[18  9  1]
[18  9  2]
[18  9  3]
[19  6  1]
[19  6  2]
[19  6  3]
[19  7  1]
[19  7  3]
[19  8  1]
[19  8  3]
[19  9  1]
[19  9  2]
[19  9  3]
[20  6  1]
[20  6  2]
[20  6  3]
[20  7  1]
[20  7  3]
[20  8  1]
[20  8  3]
[20  9  1]
[20  9  2]
[20  9  3]
[21  6  1]
[21  6  2]
[21  6  3]
[21  7  1]
[21  7  3]
[21  8  1]
[21  8  3]
[21  9  1]
[21  9  2]
[21  9  3]
[22  6  1]
[22  6  2]
[22  6  3]
[22  7  1]
[22  7  3]
[22  8  1]
[22  8  3]
[22  9  1]
[22  9  2]
[22  9  3]
[23  6  1]
[23  6  2]
[23  6  3]
[23  7  1]
[23  7  3]
[23  8  1]
[23  8  3]
[23  9  1]
[23  9  2]
[23  9  3]
[24  6  1]
[24  6  2]
[24  6  3]
[24  7  1]
[24  7  3]
[24  8  1]
[24  8  3]
[24  9  1]
[24  9  2]
[24  9  3]
[25  6  1]
[25  6  2]
[25  6  3]
[25  7  1]
[25  7  3]
[25  8  1]
[25  8  3]
[25  9  1]
[25  9  2]
[25  9  3]
[26  6  1]
[26  6  2]
[26  6  3]
[26  7  1]
[26  7  3]
[26  8  1]
[26  8  3]
[26  9  1]
[26  9  2]
[26  9  3]
[27  6  1]
[27  6  2]
[27  6  3]
[27  7  1]
[27  7  3]
[27  8  1]
[27  8  3]
[27  9  1]
[27  9  2]
[27  9  3]
[28  6  1]
[28  6  2]
[28  6  3]
[28  7  1]
[28  7  3]
[28  8  1]
[28  8  3]
[28  9  1]
[28  9  2]
[28  9  3]
[29  6  1]
[29  6  2]
[29  6  3]
[29  7  1]
[29  7  3]
[29  8  1]
[29  8  3]
[29  9  1]
[29  9  2]
[29  9  3]
[30  6  1]
[30  6  2]
[30  6  3]
[30  7  1]
[30  7  3]
[30  8  1]
[30  8  3]
[30  9  1]
[30  9  3]
[30 10  1]
[30 10  2]
[30 10  3]
[31  6  1]
[31  6  2]
[31  6  3]
[31  7  1]
[31  7  3]
[31  8  1]
[31  8  3]
[31  9  1]
[31  9  3]
[31 10  1]
[31 10  2]
[31 10  3]
[32  6  1]
[32  6  2]
[32  6  3]
[32  7  1]
[32  7  3]
[32  8  1]
[32  8  3]
[32  9  1]
[32  9  3]
[32 10  1]
[32 10  2]
[32 10  3]
[33  6  1]
[33  6  2]
[33  6  3]
[33  7  1]
[33  7  3]
[33  8  1]
[33  8  3]
[33  9  1]
[33  9  3]
[33 10  1]
[33 10  2]
[33 10  3]
[34  5  1]
[34  5  2]
[34  5  3]
[34  6  1]
[34  6  3]
[34  7  1]
[34  7  3]
[34  8  1]
[34  8  3]
[34  9  1]
[34  9  3]
[34 10  1]
[34 10  2]
[34 10  3]
[35  5  1]
[35  5  2]
[35  5  3]
[35  6  1]
[35  6  3]
[35  7  1]
[35  7  3]
[35  8  1]
[35  8  3]
